TBC1D4,BCAP29,PCDH7,ACTN2,PTPN2,LDLRAD4,SSX2IP,DYNC1I1,EFNA5,SORCS1,USP2,JMJD1C,CDKL5,ZBTB18,BACE2,SH2B3,CAP2,DUSP7,SYT6,PDZD2,ST3GAL1
0.0,0.00348475371893722,0.00871641717311508,0.0167077395006981,0.00759699295000162,0.008749110507213909,0.00157656688480798,0.000105663776281387,7.43470195312422e-06,0.0128433391811464,0.00404698372482244,0.00015723389698321698,0.0008232749927808191,0.00120178504118187,3.77788693251255e-05,5.987657963382479e-05,0.000802533086946842,0.004136042316653529,5.2978089306001294e-05,0.00033084303018090095,0.000398991832405994
0.00348475371893722,0.0,0.007349734484936999,0.0013208554915494,0.0104079232590212,0.00841360640073684,0.0159060229448778,9.387080933473449e-05,9.822168109654461e-06,0.007953145209678221,0.0029584257267072,0.000100340271179104,0.000601483974385783,0.0009539095139958529,0.000589257321380556,4.22863882381914e-05,0.00100284991736881,0.00174864156148319,4.6187919342831704e-05,0.000650781034827454,0.000701777182234767
0.00871641717311508,0.007349734484936999,0.0,0.00433905011884891,0.0122314249919909,0.0158345203736305,0.016599533167058998,0.00076938553659082,0.00019065536713249899,0.0178718050285097,0.0077498615638502905,0.000883460119113156,0.00940138155911943,0.00798032896406345,4.47428851999086e-05,5.33086629219182e-05,0.000882008995749076,0.0026952860408401,0.00010749731665099,0.0008226654008404701,0.000521635513190277
0.0167077395006981,0.0013208554915494,0.00433905011884891,0.0,0.0781969556183387,0.0148659111176113,0.00718103545854968,0.00165134022947829,6.35787667936649e-05,0.00498753677669874,0.00247777978142882,0.00021308666391079198,0.0018627306977849899,0.00241611698262688,2.37186852140692e-05,0.000169088177109175,0.00735843293617982,0.0247109506624382,0.000136359776094848,0.00046216738292982,0.0014424671118698099
0.00759699295000162,0.0104079232590212,0.0122314249919909,0.0781969556183387,0.0,0.0137187453488591,0.0371396380829265,0.00149726133792314,6.881050085486171e-05,0.0204014091035763,0.0123043505231343,0.0015201143301945,0.00354763452290715,0.009834664303191779,0.00010301279361039101,0.000108403936496136,0.0026126955257529,0.0112327146624707,9.54806708968771e-05,0.0005765378998223849,0.00177835901606649
0.008749110507213909,0.00841360640073684,0.0158345203736305,0.0148659111176113,0.0137187453488591,0.0,0.0447292013856622,0.00015213290517426,6.07703770726338e-06,0.0009020705014407609,0.000387147897319105,2.04392470605997e-05,0.0005208760348577481,0.000410988879558779,6.941022499714191e-06,8.61628757516622e-06,0.000355604157282229,0.00149277598516274,9.84946704475679e-06,5.1474979432166496e-05,6.71564061812622e-05
0.00157656688480798,0.0159060229448778,0.016599533167058998,0.00718103545854968,0.0371396380829265,0.0447292013856622,0.0,0.000961926150700751,6.34222948876271e-05,0.00335434295942736,0.00165162013725057,0.00029631575311293997,0.00446865415246274,0.00309374752504808,5.42019190538541e-05,2.10359855071669e-05,0.000586773425767084,0.00156471336944171,0.000146936370937962,0.000346270875966578,0.00025615670175166297
0.000105663776281387,9.387080933473449e-05,0.00076938553659082,0.00165134022947829,0.00149726133792314,0.00015213290517426,0.000961926150700751,0.0,0.0236474566698706,0.00252588132512579,0.00059921292538528,0.00210873982474006,0.0301113535413321,0.0213979117375354,8.63571379889146e-05,0.00022447718640300097,0.0286948341164823,0.0118572398303579,0.00383759848468254,0.00160619698425978,0.00229524959765677
7.43470195312422e-06,9.822168109654461e-06,0.00019065536713249899,6.35787667936649e-05,6.881050085486171e-05,6.07703770726338e-06,6.34222948876271e-05,0.0236474566698706,0.0,0.000209954003160834,4.29629360538117e-05,0.00169395388752377,0.00537987689811103,0.00194883911367956,3.44706350359259e-05,0.000278655532654624,0.0014509473569941699,0.00116633237282299,0.0014016112471676699,0.0013343751315916,0.0006799558847606441
0.0128433391811464,0.007953145209678221,0.0178718050285097,0.00498753677669874,0.0204014091035763,0.0009020705014407609,0.00335434295942736,0.00252588132512579,0.000209954003160834,0.0,0.0567012341735895,0.0120265358465573,0.0221464675136491,0.0555695860563864,0.00127009146939691,0.00041412601082656096,0.00527993170013266,0.00643632156462601,0.0009628307704886651,0.00634059286665068,0.00634080789243909
0.00404698372482244,0.0029584257267072,0.0077498615638502905,0.00247777978142882,0.0123043505231343,0.000387147897319105,0.00165162013725057,0.00059921292538528,4.29629360538117e-05,0.0567012341735895,0.0,0.00125604334282449,0.00539779027286468,0.0105525980973418,0.0013957928829710401,0.00028826834587385603,0.00489820533572324,0.0107659468723512,0.000467147261685017,0.0018073421045074602,0.00332282827862706
0.00015723389698321698,0.000100340271179104,0.000883460119113156,0.00021308666391079198,0.0015201143301945,2.04392470605997e-05,0.00029631575311293997,0.00210873982474006,0.00169395388752377,0.0120265358465573,0.00125604334282449,0.0,0.0276985356537338,0.0680215869893891,2.55846504744391e-05,0.000593417654303745,0.00133908345478769,0.000652768613352359,0.00019242626564594,0.000636525873837671,0.0021582165486023603
0.0008232749927808191,0.000601483974385783,0.00940138155911943,0.0018627306977849899,0.00354763452290715,0.0005208760348577481,0.00446865415246274,0.0301113535413321,0.00537987689811103,0.0221464675136491,0.00539779027286468,0.0276985356537338,0.0,0.11288958077197399,0.00033751106282542404,0.0023308086080710802,0.0184393071330487,0.0112378660277602,0.0062898434218793,0.0116337217987517,0.00929143323286093
0.00120178504118187,0.0009539095139958529,0.00798032896406345,0.00241611698262688,0.009834664303191779,0.000410988879558779,0.00309374752504808,0.0213979117375354,0.00194883911367956,0.0555695860563864,0.0105525980973418,0.0680215869893891,0.11288958077197399,0.0,0.00018142545173125,0.000997951435792999,0.0148595623173572,0.00594269562439297,0.00126151427446762,0.0037092852706772103,0.00913394545954437
3.77788693251255e-05,0.000589257321380556,4.47428851999086e-05,2.37186852140692e-05,0.00010301279361039101,6.941022499714191e-06,5.42019190538541e-05,8.63571379889146e-05,3.44706350359259e-05,0.00127009146939691,0.0013957928829710401,2.55846504744391e-05,0.00033751106282542404,0.00018142545173125,0.0,0.000297305021950729,0.000858431601330399,0.00044293638898157693,0.0138025185086465,0.0100533384435744,0.00662765283531051
5.987657963382479e-05,4.22863882381914e-05,5.33086629219182e-05,0.000169088177109175,0.000108403936496136,8.61628757516622e-06,2.10359855071669e-05,0.00022447718640300097,0.000278655532654624,0.00041412601082656096,0.00028826834587385603,0.000593417654303745,0.0023308086080710802,0.000997951435792999,0.000297305021950729,0.0,0.00452297011267877,0.00469324491913995,0.00070834161677547,0.0107175370186902,0.0291836447135529
0.000802533086946842,0.00100284991736881,0.000882008995749076,0.00735843293617982,0.0026126955257529,0.000355604157282229,0.000586773425767084,0.0286948341164823,0.0014509473569941699,0.00527993170013266,0.00489820533572324,0.00133908345478769,0.0184393071330487,0.0148595623173572,0.000858431601330399,0.00452297011267877,0.0,0.0689508263652018,0.00350667856431197,0.0158956317184355,0.0359488579235893
0.004136042316653529,0.00174864156148319,0.0026952860408401,0.0247109506624382,0.0112327146624707,0.00149277598516274,0.00156471336944171,0.0118572398303579,0.00116633237282299,0.00643632156462601,0.0107659468723512,0.000652768613352359,0.0112378660277602,0.00594269562439297,0.00044293638898157693,0.00469324491913995,0.0689508263652018,0.0,0.0015698812076228698,0.0083715137372473,0.0184759505460082
5.2978089306001294e-05,4.6187919342831704e-05,0.00010749731665099,0.000136359776094848,9.54806708968771e-05,9.84946704475679e-06,0.000146936370937962,0.00383759848468254,0.0014016112471676699,0.0009628307704886651,0.000467147261685017,0.00019242626564594,0.0062898434218793,0.00126151427446762,0.0138025185086465,0.00070834161677547,0.00350667856431197,0.0015698812076228698,0.0,0.0467444882343179,0.00952151678050174
0.00033084303018090095,0.000650781034827454,0.0008226654008404701,0.00046216738292982,0.0005765378998223849,5.1474979432166496e-05,0.000346270875966578,0.00160619698425978,0.0013343751315916,0.00634059286665068,0.0018073421045074602,0.000636525873837671,0.0116337217987517,0.0037092852706772103,0.0100533384435744,0.0107175370186902,0.0158956317184355,0.0083715137372473,0.0467444882343179,0.0,0.0501790479830507
0.000398991832405994,0.000701777182234767,0.000521635513190277,0.0014424671118698099,0.00177835901606649,6.71564061812622e-05,0.00025615670175166297,0.00229524959765677,0.0006799558847606441,0.00634080789243909,0.00332282827862706,0.0021582165486023603,0.00929143323286093,0.00913394545954437,0.00662765283531051,0.0291836447135529,0.0359488579235893,0.0184759505460082,0.00952151678050174,0.0501790479830507,0.0
